"writer"
"Rikard Berge"
"Robert Cormier"
"Robert Edmund Cormier"
"Robert Finch"
"Robert Hayden"
"Rodion Markovits"
"(Markovits Jakab)"
"Roger Stevens"
"Roy Basler"
"Rudolph Brasch"
"Sadie Peterson Delaney"
"Salvador Garmendia"
"Salvador Garmedia"
"Salvador Reyes Figueroa"
"Sardar Fazlul Karim"
"সরদার ফজলুল করিম"
"Sero Khanzadyan"
"Shannon Bramer"
"Sharad Talwalkar"
"Sharad Ganesh Talwalkar"
"Sharon Brown"
"Shauna Cross"
"Sheetal Menon"
"Shelagh Delaney"
"Shelagh Stephenson"
"Shivaji Sawant"
"Simon Moore"
"Sir Frederick Young"
"Sitaram Chaturvedi"
"Sloan Nibley"
"Soman Chainani"
"Stephen Jeffreys"
"Christian Lander"
"T. Sean Shannon"
"Terence Feely"
"Drs. Sampson Davis, Rameck Hunt, and George Jenkins"
"Thomas Mallon"
"Thomas Moss"
"Thomas Owen"
"Todd Babiak"
"Todd Klinck"
"Tommy Yune"
"Tushar Kanti Ghosh"
"Valentyn Rechmedin"
"Valentyn Ostapovych Rechmedin"
"Валентин Остапович Речмедін"
"Valeriy Shevchuk"
"Velimir Khlebnikov"
"Vibudh Shridhar"
"Vinda Karandikar"
"Govind Vinayak Karandikar"
"Vjekoslav Klaić"
"Vojislav V. Jovanović"
"Volkan Ş. Ediger"
"W. Andrew Robinson"
"Andrew Robinson"
"Wigand of Marburg"
"Wilhelm Weigand"
"William Bowen"
"William Boyle"
"William Chapman"
"William Corlett"
"William Demby"
"William Neill"
"William Packard"
"William M. Packard"
"William Stanyhurst"
"William V. Shannon"
"William Wynn"
"Willy Eisenhart"
"Winifred Lenihan"
"Yasser Thabet"
"Zanobi da Strada"
"Ze'ev Ben-Haim"
"זאב בן-חיים"
"Ze'ev Chafets"
"Zev Chafets"
"Zinken Hopp"
"Étienne Vigée"
"Željko Ivanković"
"Abraham Abulafia"
"Aka Morchiladze"
"Giorgi Akhvlediani"
"Albert Hourani"
"Alexander Belyaev"
"Alexander Belyayev"
"Avi Lewis"
"Bankim Chandra Chattopadhyay"
"Billy Collins"
"Brian Herbert"
"Charles Bertram"
"Charles Julius Bertram"
"Charles R. Johnson"
"Countee Cullen"
"David Guterson"
"Demetrios Chalkokondyles"
"(Δημήτριος Χαλκοκονδύλης)"
"E. L. Konigsburg"
"Edwin Markham"
"Es'kia Mphahlele"
"George Wither"
"George Wither  kk"
"Giovanni Capurro"
"Hans Wollschläger"
"Harriet Adams"
"Hector Malot"
"Jaan Kross"
"James Alan Gardner"
"Jean-Joseph Rabearivelo"
"Jean Joseph Rabearivelo"
"Jens Bjørneboe"
"John Steakley"
"Joost van den Vondel"
"Joseph Auslander"
"José Maria de Eça de Queirós"
"José Maria de Eça de Queiroz"
"Jules de Goncourt"
"Katie Roiphe"
"Keith Roberts"
"Les Barker"
"Lewis Spence"
"Marcel Pagnol"
"Marjorie Boulton"
"Mark Clifton"
"Michael O'Donoghue"
"Michele Landsberg"
"Muriel Rukeyser"
"Norman Ravitch"
"Per Wahlöö"
"Pierre Vallières"
"Pu Songling"
"Richard Forno"
"Richard Savage"
"Rita Dove"
"Robert Hass"
"Robin Hobb"
"Roland Perusse"
"Russell Banks"
"Stefan George"
"Stefan Żeromski"
"Steven Hassan"
"Trevanian"
"Ward Moore"
"William Howard Russell"
"William Mastrosimone"
"William Peter Blatty"
"William Sheridan Allen"
"Zenna Henderson"
"Cesare Sterbini"
"Giuseppe Adami"
"Jean-François Bayard"
"Jean-François Alfred Bayard"
"Louis Nowra"
"Luigi Illica"
"Gregory Skovoroda"
"Hryhorii Skovoroda"
"Allan Prior"
"Arthur Morrison"
"Betty Smith"
"Elisabeth Lillian Wehner"
"Carlos Ruiz Zafón"
"Erick Wujcik"
"J. Allen Boone"
"Johann Paul Friedrich Richter"
"Jean Paul"
"John Hay Beith"
"Mike Reiss"
"A. A. Gill"
"A. B. Yehoshua"
"Adam Gopnik"
"Agenor, duc de Gramont"
"Antoine Alfred Agénor"
"Ahmed El Esseily"
"Ahmad El Esseily"
"Aizu Yaichi"
"Akaki Tsereteli"
"Akaki"
"Alan Coleman"
"Alan Hollinghurst"
"Aleksandr Tvardovsky"
"Alexander Ostrovsky"
"Alexandre Herculano"
"Alicia Ostriker"
"Amy Levy"
"Andrzej Bursa"
"André Bjerke"
"Anna Politkovskaya"
"(Анна Политковская)"
"Anne Conway"
"Anne Conway, Viscountess Conway"
"Antjie Krog"
"Antonio Allegra"
"Antonio de Herrera y Tordesillas"
"Arcadius Kahan"
"Armand Lunel"
"Arthur Golden"
"Arthur Mee"
"Audrey Niffenegger"
"Balys Sruoga"
"Barbara Paul"
"Basil Davidson"
"Benjamin Barber"
"Benjamín Carrión"
"Bernadette Mayer"
"Bernice Thurman Hunter"
"Bhatta Kallata"
"Bill Gallo"
"Bill Oakley"
"Birgitta Trotzig"
"Bolesław Leśmian"
"Brian M. Fagan"
"Brooks Adams"
"Calvin Seerveld"
"Carlos Baker"
"Caroline Fry"
"Catherine Spence"
"Catulle Mendès"
"Changampuzha Krishna Pillai"
"Charles Kendall Adams"
"Charles Mair"
"Charlotte Delbo"
"Christian Friedrich Hebbel"
"Christy Brown"
"Clara Reeve"
"Claude Pierre Goujet"
"Clayton Van Lydegraf"
"Columpa Bobb"
"Cormac Wibberley"
"Marianne Wibberley"
"Cynthia Kadohata"
"D. J. Taylor"
"Dale Peck"
"Dan Gookin"
"Dan Michel of Northgate"
"Danilo Kiš"
"Danny Morrison"
"David Gates"
"David Goodis"
"David Macaulay"
"David Magee"
"David Noyes Jackson"
"David Jackson"
"David Pinski"
"David Turashvili"
"Dennis Cooper"
"Don Webb"
"Donald James"
"Doris Burn"
"Dorothy Allison"
"Dorothy Salisbury Davis"
"Douglas Southall Freeman"
"Duncan Ball"
"E. J. Dionne"
"E. R. Braithwaite"
"Edward Hake"
"Edward John Trelawny"
"Edward Seidensticker"
"Edward G. Seidensticker"
"Edwin G. Burrows"
"Eloise Klein Healy"
"Else Lasker-Schüler"
"Emil Petaja"
"Emmanuel Carrère"
"Erik Jendresen"
"Ernest Dimnet"
"Ernst Klee"
"Esther Forbes"
"Ethna Carbery"
"Anna Johnston MacManus"
"Eugene Jolas"
"Eugene O'Curry"
"Fitz James O'Brien"
"Francis W. Tancred"
"Frank Bidart"
"Frank Hardy"
"Frank Parker Day"
"Frederic Henry Hedge"
"Frederic M. Hudson"
"Frederic Lebow"
"Fredrick William Holiday"
"Friedrich Spielhagen"
"Fuzûlî"
"Muhammad bin Suleyman"
"G. Sankara Kurup"
"Garth Williams"
"Gaspar Núñez de Arce"
"Geoff McQueen"
"George Clayton Johnson"
"George Thomas Stokes"
"Gerald Kersh"
"Gerald N. Rosenberg"
"Gert Hofmann"
"Graeme K. Talboys"
"Guido Mina di Sospiro"
"Gustave Anjou"
"Han Suyin"
"Elizabeth KC Comber"
"Hans Peter Richter"
"Urdu poet"
"Hasrat Mohani"
"Syed Fazl-ul-Hasan Hasrat Mohani"
"Hedwig Gorski"
"Heinrich Leopold Wagner"
"Helene Johnson"
"Henri Chantavoine"
"Henri de Régnier"
"Henrik Hertz"
"Henry Theodore Tuckerman"
"Herbert Guthrie-Smith"
"Herman Bang"
"Herman Brusselmans"
"Hilary French"
"Horace McCoy"
"Howard Spodek"
"Humayun Ahmed"
"Ian Mackintosh"
"Intizar Hussain"
"Isabel Paterson"
"Ivan Cankar"
"Jack N. Rakove"
"Jacob of Edessa"
"Jacques Roumain"
"Jahanara Imam"
"জাহানারা ইমাম"
"James B. Stewart"
"James Broughton"
"James Emanuel"
"James St. James"
"James St James"
"James Truslow Adams"
"Jan Kerouac"
"Jane Kenyon"
"Jane Mander"
"Jane Porter"
"Jane Rule"
"Janice Kim"
"Jaroslav Velinský"
"Jean ""Binta"" Breeze"
"Jean \\\\Binta\\\\ Breeze"
"Jean Aicard"
"Jean Garrigue"
"Jean Giono"
"Jean Kerr"
"Jean Schlumberger"
"Jean de Brunhoff"
"Jens Peter Jacobsen"
"Jerry Saltz"
"Jessie Pope"
"Jibanananda Das"
"John Bach McMaster"
"John Guare"
"John Howard Lawson"
"John Penrose Angold"
"John Swartzwelder"
"Jon Guenther"
"Jonathan David Katz"
"Joseph Leftwich"
"Joseph Skipsey"
"Josh Schwartz"
"Josiah Willard Gibbs, Sr."
"José Argüelles"
"Juli Zeh"
"Julie Anne Peters"
"Juran Hisao"
"Jūran Hisao"
"Jyotirmoy Datta"
"K. Sello Duiker"
"Kambara Ariake"
"Katarina Frostenson"
"Kathleen Willey"
"Kedarnath Agarwal"
"Ki no Tomonori"
"Konrad Peutinger"
"L. P. Hartley"
"Laurence Gronlund"
"Laurence Marvin"
"Laurent de Brunhoff"
"Lawrence Sanders"
"Lee Killough"
"Lemn Sissay"
"Leo Panitch"
"Leon de Winter"
"Lillian Rogers Parks"
"Lima Barreto"
"Lisa Pulitzer"
"Louis E. Boone"
"Louis George Alexander"
"Louis Ratisbonne"
"Louis G. F. Ratisbonne"
"Louise Bogan"
"Lucas Malet"
"Karl Ludwig Börne"
"Ludwig Börne"
"Lynda Williams"
"Lynne Ewing"
"M. Mukundan"
"Majaz"
"Majaz Lakhnawi"
"Majeed Amjad"
"Malaclypse the Younger"
"Gregory Hill"
"Manil Suri"
"Manny Coto"
"Margaret Sloan-Hunter"
"Maria Gripe"
"Marilynne Robinson"
"Mark Kemp"
"Mark Vonnegut"
"Marten Toonder"
"Martica Sawin"
"Martin Booth"
"Martin Fido"
"Mary Findlater"
"Mary Martha Sherwood"
"Mary Stanislaus MacCarthy"
"María Bibiana Benítez"
"May Sinclair"
"Mercedes Negrón Muñoz"
"Meredith Sue Willis"
"Mibu no Tadamine"
"Michael John LaChiusa"
"Michael LeBoeuf"
"Michalina Wisłocka"
"Michalina Anna Wisłocka"
"Migjeni"
"Millosh Gjergj Nikolla"
"Monica Hughes"
"Moti Lal Kemmu"
"Murray Lachlan Young"
"Mystic Meg"
"Nelson Rodrigues"
"Nelson Falcão Rodrigues"
"Ni Kuang"
"Nicole Luiken"
"Nien Cheng"
"Nieves Mathews"
"Noël Corbu"
"Nury Vittachi"
"O. R. Melling"
"Oswald Chettle Mazengarb"
"P. C. Wren"
"Percival Christopher Wren"
"Pacuvius"
"Pamela Dean"
"Pamela Dean Dyer-Bennet"
"Patrea Smallacombe"
"Patrick F. McManus"
"Paul Daniel Longolius"
"Paul Ferrier"
"Paul Féval"
"Paul Henri Corentin Féval"
"Paulette Bourgeois"
"Pedro Antonio de Alarcón"
"Penelope Lively"
"Penelope M. Lively"
"Peretz Hirschbein"
"Petar Kočić"
"Phyllis Webb"
"Pierre Daninos"
"Pierre La Mure"
"Prajna Bhatta"
"Shikishi-naishinnō"
"Quim Monzó"
"Radoy Ralin"
"Радой Ралин"
"Rajendra Yadav"
"Rebecca Harding Davis"
"René Benjamin"
"Rex Miller"
"Richard Hugo"
"Richmond P. Hobson, Jr."
"Rita Joe"
"Robert Choquette"
"Robert Guy Choquette"
"Robert Hamerling"
"Robert Nathaniel Dett"
"Robin Blaser"
"Roger E. Moore"
"Ronald Kessler"
"Rosario Castellanos"
"Sally Carrighar"
"Salvatore Farina"
"Samuel Selvon"
"Santha Rama Rau"
"Sara Ryan"
"Scott M. Gimple"
"Sebastian Lotzer"
"Seiki Shimizu"
"Sheila Heti"
"Sherwood Smith"
"Shobhaa De"
"Sid Fleischman"
"Sol Linowitz"
"Stanisław Przybyszewski"
"Stephen Chbosky"
"Stephen Manes"
"Sterling North"
"Steve Rushin"
"Susan Glaspell"
"Susan Swan"
"T. R. Subba Rao"
"T. R. Subba Rao (Ta Ra Su)"
"Takayama Chogyū"
"Ted Morgan"
"Theodore Winthrop"
"Thomas Kettell"
"Tim Green"
"Todd Wilbur"
"Vanessa Duriès"
"Veli Karahoda"
"Victor Loche"
"Victor Ostrovsky"
"V. K. Gokak"
"Violet Hunt"
"Violet Milner, Viscountess Milner"
"Walter Abish"
"Walter Farley"
"Walter Kerr"
"Walter Lord"
"Walter Wink"
"Wang Xiaobo"
"(王小波 Wang Xiaobo)"
"William Ellery Channing"
"William H. Poole"
"William Q De Funiak"
"William Robert Spencer"
"William Spencer"
"William S. Burroughs Jr."
"William S. Burroughs, Jr."
"William Wister Haines"
"Winston Groom"
"Xavier Herbert"
"Yevgenia Ginzburg"
"Yuri Galanskov"
"Yuri Timofeyevich Galanskov"
"Álvaro de Campos"
"İlhan Berk"
"Ōshikōchi no Mitsune"
"Baraguru Ramachandrappa"
"Ilya Oleynikov"
"James Krüss"
"Jean Venturini"
"Jean d'Esme"
"Marie-Jeanne L'Héritier"
"Marie-Jeanne L'Héritier de Villandon"
"Maryline Desbiolles"
"Paula Broadwell"
"Reginald Campbell"
"Ulrich Kiesow"
"Yi Chong-jun"
"Yi Chong-Jun"
"Abdel Latif Moubarak"
"Abdul-Vahed Niyazov"
"Abdul-Vahed V. Niyazov"
"Abdulla Aliş"
"Ahmed Al-Gubbanchi"
"Ahmed Fagih"
"Alawiya Sobh"
"Alexander Aaronsohn"
"Amjad Adaileh"
"Armas Äikiä"
"Charles Seignobos"
"Cherien Dabis"
"Christiaan Snouck Hurgronje"
"Colette Khoury"
"Doris Runge"
"Fawziyya Abu Khalid"
"Felix Aderca"
"Froim-Zelig Aderca"
"Zelicu Froim Adercu"
"Francis Deng"
"Gregor Schoeler"
"Hussain Abdul-Hussain"
"Hélé Béji"
"Jack Shaheen"
"Jamila Mejri"
"Jean-Louis de Rambures"
"Jeton Kelmendi"
"Khaled Al Khamissi"
"Khaled AlKhamissi"
"Kuba Shaaban"
"Кубов Шабан"
"Кубэ Шабан"
"كوبا شعبان"
"Kōda Rohan"
"Liu Banjiu"
"Mahmoud Dowlatabadi"
"Mahmoud Saeed"
"Mahmoud Salem"
"محمود سالم"
"Mahmoud Tounsi"
"Mansour Eid"
"Maria Jotuni"
"Maïssa Bey"
"Mehmet Niyazi"
"Mehmet Niyazi Cemali"
"Memet Niyaziy Ğemaliy"
"Miloud Homida"
"Mohamed Chafik"
"Muḥmmad Cafiq"
"Muhamed Hevaji Uskufi Bosnevi"
"Muhammad Altunji"
"Muhammad al-Tunji"
"Munir Altheeb"
"Nina Bouraoui"
"Amor Ben Salem"
"عمر بن سالم"
"Paula Grogger"
"Rashid Al Zlami"
"Serge Venturini"
"Suhayr al-Qalamawi"
"Thuraya AlArrayed"
"ثريا العريض"
"Urs Widmer"
"Zayd Mutee' Dammaj"
"Dagmar von Mutius"
"Eduard Koschwitz"
"Fyodor Stepun"
"Henriette Paalzow"
"Joachim Feller"
"Julius von Voss"
"Jutta Ditfurth"
"Rudolf Heinrich Daumann"
"Ada Christen"
"Agnes Blannbekin"
"Alois Hotschnig"
"Aloys Blumauer"
"Angela Steinmüller"
"Anna Gmeyner"
"Anne Weber"
"Anton Schnack"
"Arnold Stadler"
"Arthur Koestler"
"Boy Lornsen"
"Canan Topçu"
"Carl Franz van der Velde"
"Christine Brückner"
"Christoph Hein"
"Dan Wells"
"Dietrich Schwanitz"
"Dorothea Macheiner"
"Edgar Hilsenrath"
"Elise Polko"
"Ellen Douglas"
"Ernst Kreuder"
"Friedrich Wilhelm Carové"
"Friedrich Wilhelm Riemer"
"Friedrich von Sallet"
"Gerald Steinacher"
"Gudrun Pausewang"
"Günther Krupkat"
"Günther Schwab"
"Hans Keilson"
"Hartmut Abendschein"
"Heinar Kipphardt"
"Heinrich Häser"
"Johann Heinrich Hübschmann"
"Heinz Pototschnig"
"Helmut Heißenbüttel"
"Herbert Kuhner"
"Hermann Teuchert"
"Horst Bienek"
"Horst Krüger"
"Inka Bach"
"Jakub Bart-Ćišinski"
"Karl Isidor Beck"
"Karl Stern"
"Katharina Hacker"
"Leonhard Ennen"
"Louise von François"
"Manfred Römbell"
"Manuela Kay"
"Mario Giordano"
"Martin Mosebach"
"Max von der Grün"
"Michael Krüger"
"Murat Kaya"
"Nataly von Eschstruth"
"Paul Alverdes"
"Paul Eugen Sieg"
"Peter Bamm"
"Reinhold Schneider"
"Richard Erdoes"
"Rudolf Lindau"
"Salomon Kohn"
"Walter Mehring"
"Wilhelm Hünermann"
"Wilhelm Michel"
"Wilhelm von Schütz"
"Willi Schmid"
"Wolf Jobst Siedler"
"Arno Camenisch"
"Kurt Stern"
"Oscar Peer"
"Paulus Modestus Schücking"
"Ulrich Johannes Schneider"
"Adam Thorpe"
"Albert Butz"
"Aleksandar Prokopiev"
"Александар Прокопиев"
"Aline Valangin"
"Annemarie Selinko"
"Berthold Kohler"
"Christoph Peters"
"Clara de Chatelain"
"Constantin Göttfert"
"Dorothee Elmiger"
"Ernst Weiss"
"Ewald Gerhard Seeliger"
"Fleur Jaeggy"
"Helena Araújo"
"Irja Agnes Browallius"
"Irja Browallius"
"Jakob Bührer"
"Jan Trefulka"
"Johann Karl Wezel"
"Knut Faldbakken"
"Lore Berger"
"Max Zimmering"
"Maximilian Bern"
"Metin Arditi"
"Michael Köhlmeier"
"Michael Preisinger"
"""Mig van Steinbrink"""
"Mohammad-Amin Riahi"
"محمدامین ریاحی"
"Monique Laederach"
"Oliver Pötzsch"
"Ralf Zerback"
"Sariamin Ismail"
"Silja Walter"
"Silja (Cécile) Walter, Sister M. Hedwig OSB"
"Susanne Kippenberger"
"Theo Harych"
"Theophil Spoerri"
"Thomas C. Breuer"
"Tilman Spengler"
"Zofka Kveder"
"Colin William MacLeod"
"Einosuke Itō"
"Jean-Charles Roman d'Amat"
"Jean-Marie Laclavetine"
"Junzo Shono"
"Junzō Shōno"
"Rudolf Ritter von Scherer"
"Rudolf von Scherer"
"Adrian Hyland"
"Albert Alberts"
"Alexander Yakovlev"
"Alexander Stepanovich Yakovlev"
"Alexander Tarasov-Rodionov"
"Alisa Ganieva"
"Antonio Ungar"
"Atina Grossmann"
"Balendin Enbeita"
"Barbara Korun"
"Fausto Cercignani"
"Francis Birrell"
"François Brousse"
"Geneviève Brisac"
"Georges de Bièvre"
"Gladys Lehman"
"Helene Voigt-Diederichs"
"Hiroko Takenishi"
"Hugh Nissenson"
"Jean-Baptiste-Pierre Courcelles"
"Johannes Anyuru"
"Johannes Herman"
"John Maubray"
"Joseph Jackson"
"Lasgush Poradeci"
"Lucien Muhlfeld"
"Marceline Loridan-Ivens"
"Maria Parr"
"Max Wykes-Joyce"
"Michel Deguy"
"Nicolas Dickner"
"Olga Ivinskaya"
"Olivier Cadiot"
"P. H. B. Lyon"
"Pavol Dobšinský"
"Pedro Simón"
"Fray Pedro Simón"
"Philippe Beck"
"Pierre Alféri"
"Pierre Michel"
"Ruth Downie"
"Sarah Y. Mason"
"Silvana De Mari"
"Tom Rachman"
"Tomoko Yoshida"
"Vikenty Veresaev"
"Michel Laub"
"Adriana Lisboa"
"Ahmet Selçuk İlkan"
"Akram Aylisli"
"Aleksandrs Grīns"
"Aleksey Ivanov"
"Alexei Ivanov"
"Allen Rivkin"
"Amé Gorret"
"Anna Weidenholzer"
"Arnaldo Calveyra"
"Arthur A. Ross"
"Aşık Çelebi"
"Bae Suah"
"Bae Su-ah"
"Bridget O'Connor"
"Carlos Pintado"
"Caterina Albert"
"Caterina Albert i Paradís"
"Cheon un-yeong"
"Chun Woon-young"
"Choi In-hun"
"Chong Hyon-jong"
"Chris van Uffelen"
"David Aizman"
"Eduardo Cuitiño"
"Eduardo Cuitiño Bosio"
"Ernst Haffner"
"François Porché"
"Gad Shimron"
"גד שימרון"
"Geoffrey Kingscott"
"Grace McCleen"
"Ha Song-nan"
"Ha Seong-nan"
"Han Kang"
"Heo Su-gyeong"
"Hugo Rothstein"
"Hwang Ji-u"
"Hwang Tong-gyu"
"Ivan Panaev"
"Jaime Martins Barata"
"James Brundage"
"Janice Loeb"
"Jiří Pehe"
"Jiří  Pehe"
"Johann Heinrich Baumann"
"John Michael McDonagh"
"Jon Klassen"
"Jon Kyongnin"
"Jeon Gyeong-rin"
"Julia Hartwig"
"Jung Chan"
"Jeong Chan"
"Kang Sok-kyong"
"Kang Sŏk-kyŏng"
"Karl Galinsky"
"Kim Hyesoon"
"Kim Kwang-kyu"
"Kim Yeonsu"
"Kim Yeon-su"
"Lee Ho-cheol"
"Lee Hye-gyeong"
"Lee Meriwether"
"Lee Seong-bok"
"Lee Seung-u"
"Lee Soon-won"
"Lee Ze-ha"
"Lim Chul-woo"
"Luce d'Eramo"
"Marcela Iacub"
"Marie Thérèse Péroux d’Abany"
"Merrill G. White"
"Michka Assayas"
"Monckton Hoffe"
"Moon Chung-hee"
"Ortensio Mauro"
"Pamela Palmater"
"Park Min-gyu"
"Park Mingyu"
"Patrick deWitt"
"Pavol Strauss"
"Pedro Carmona-Alvarez"
"Peter Buwalda"
"Pundalik Naik"
"Robert Joseph Greene"
"Roberto Vidal Bolaño"
"Seo Jeong-in"
"Shani Boianjiu"
"Shin Kyeong-nim"
"So Young-en"
"Song Sokze"
"Song Sok-ze"
"Stefanie de Velasco"
"Steinar Opstad"
"Stephen Tomlin"
"Stuart J. Byrne"
"Valeria Luiselli"
"Willa Muir"
"William Ernest Bowman"
"Willibald Eser"
"Yang Gui-ja"
"Yi In-seong"
"Yoon Dae-nyeong"
"Yun Dae-nyeong"
"Yōko Ōta"
"Ada Boni"
"Ahmet Abakay"
"Alfred Hedenstierna"
"Alim Louis Benabid"
"Alim-Louis Benabid"
"Antranig Dzarugian"
"Arimasa Osawa"
"Armen Dorian"
"Asaf Ali Asghar Fyzee"
"Bang Hyeon-seok"
"Bang Hyun-seok"
"Bang Jeong-hwan"
"방정환"
"Beate Grimsrud"
"Becca Fitzpatrick"
"Ben Blushi"
"Birgithe Kosovic"
"Bob Grumman"
"Boleslav Markevich"
"Charlotte Blennerhassett, Lady Blennerhassett"
"Charlotte, Lady Blennerhassett"
"Choi Il-nam"
"Choi Jeongrye"
"Jeongrye Choi"
"Choi Suchol"
"Choi Soo-cheol"
"Chou Meng-tieh"
"周夢蝶"
"Christiane Akoua Ekué"
"Dror Mishani"
"דרור משעני"
"Elsie Johansson"
"Emilio Praga"
"Emily Bold"
"Eric Jarosinski"
"Eric Warren Singer"
"Eugene McCabe"
"Fedde Schurer"
"Galymbek Zhumatov"
"George Groslier"
"Gi Hyeong-do"
"Ki Hyongdo"
"Gideon Raff"
"Gidi Raff"
"Gillian Linscott"
"Gong Sun-ok"
"Gong Sun-Ok"
"Graeme Simsion"
"Graeme C. Simsion"
"Grete Trakl"
"Gu Hyo-seo"
"Günter Simon"
"Ha Geun-chan"
"Hailji"
"Ha Ilji"
"Halla Diyab"
"Han Changhoon"
"Han changhoon"
"Han Malsook"
"Han Mahlsook"
"Han Moo-sook"
"Henry Butler Clarke"
"Henry F. Urban"
"Hermann Fernau"
"Hermann Lüning"
"Howard W. Bergerson"
"Howard Bergerson"
"Hwang In-suk"
"Hwang Sun-mi"
"Hyun Kil-un"
"Ita Daly"
"Jacqueline Kelly"
"Jef Last"
"Josef Formánek"
"Josué Guébo"
"Enid Joyce Owen Starr Dingwell"
"Joyce Dingwell"
"Kang Eun-gyo"
"Katja Kettu"
"Kazuo Shiraga"
"Kelly Oxford"
"Kim Ae-ran"
"Kim Byeol-ah"
"Kim Byeong-eon"
"Kim Dong-in"
"Kim Eon"
"Kim Haki"
"Kim Insuk"
"Kim Jeong-hwan"
"Kim Jong-gil"
"Kim Jong-hae"
"Kim Jonghae"
"Kim Jung-hyuk"
"Kim Ki-taek"
"Kim Kwang-lim"
"Kwang-lim Kim"
"Kim Kyung-ju"
"Kim Kyung Ju"
"Kim Kyung-uk"
"Kim Gyeong-uk"
"Kim Myeong-in"
"Kim MyungIn"
"Kim Nam-jo"
"Kim Ryeo-ryeong"
"Kim Sa-in"
"Kim Sang-ok"
"Kim Seon-wu"
"Kim Seong-dong"
"Kim Seong-Dong"
"Kim Sin-yong"
"Kim Sin Yong"
"Kim Takhwan"
"Kim Tak-hwan"
"Kim Wonu"
"Kim Yeong-hyeon"
"Kim Yong-taik"
"Ko Hyeong-ryeol"
"Kshetra Pratap Adhikary"
"Kshetra Pratap Adhikari"
"Kwak Jae-gu"
"Kwon Yeo-sun"
"Kye Yong-mook"
"Lars Iyer"
"Leila Schneps"
"Louis-René des Forêts"
"Lucy Neville-Rolfe"
"(DBECMG)"
"The Baroness Neville-Rolfe"
"Léon-Lévy Brunswick"
"Mah Chonggi"
"Ma Jong-gi"
"Mah Laqa Bai"
"Mahmoud Hosseini Zad"
"Marie Fouquet"
"Marie Lu"
"Megan Abbott"
"Meredith Averill"
"Meredith Haaf"
"Mohammed Tamim"
"Moon Deoksu"
"Moon Deok-su"
"Moon Tae-jun"
"Na Do-hyang"
"Nokë Sinishtaj"
"Paik Gahuim"
"Park Bum-shin"
"Park Bum Shin"
"Park Chong-hwa"
"Park Hyoung-su"
"Park Jaesam"
"Park Je-chun"
"Park Jeong-dae"
"Park Sang-ryung"
"Park Taesun"
"Park Tae-sun"
"Park Tae-won"
"Park Taewon"
"Park Yeonghan"
"Park Yong-rae"
"Pi Chun-deuk"
"Pierre Broodcoorens"
"Ra Heeduk"
"Ra Hee-duk"
"Richard Grelling"
"Robert W. Russell"
"Robert Wallace Russell"
"Ronald H. Spector"
"Ruth Tabrah"
"Ryad Assani-Razaki"
"Rjurik Lonin"
"Rjurik Petrovič Lonin"
"Scott G. Gier"
"Selma Vaz Dias"
"Semyon Bobrov"
"Seo Hajin"
"Seo Ha-jin"
"Shin Yong-mok"
"Song Gisuk"
"Song Giwon"
"Song Soo-Kwon"
"Song Soo-kwon"
"Song Yeong"
"Sung Chan-gyeong"
"Sunwoo Hwe"
"Tamta Melashvili"
"თამთა მელაშვილი"
"Tamta Melaschwili"
"Taras Prokhasko"
"Val Mulkerns"
"Vasyl Holoborodko"
"Veronica Rossi"
"Vladimir Pištalo"
"Xosé María Díaz Castro"
"Yahya Hassan"
"Zofia Chądzyńska"
"Édouard Louis"
"Évelyne Trouillot"
"Park In-deok"
"Park Indeok"
"Youkhma Mishshi"
"Mišši Juhma"
"Jacques Bordiot"
"Rossana Campo"
"Adela Blanche Stewart"
"Arnold Wall"
"Brigid Callahan Harrison"
"Carl Wilhelm Böttiger"
"Charles Robert Thatcher"
"Christine L'Heureux"
"Clement Gordon Watson"
"Dobrica Erić"
"Dorothy Mary Neal White"
"Emily Louisa Merielina White"
"Enga Margaret Washbourn"
"Flora Park Cave Spurdle"
"Francis Gibson"
"Félix Tanco"
"Félix Tanco y Bosmeniel"
"Garret John LoPorto"
"George Albert Tuck"
"Guy Dynevor Thornton"
"Hasan Seyidbeyli"
"Helen Lilian Shaw"
"Herbert Horatio Spencer Westmacott"
"Hubert Déquier"
"Ken Scarlett"
"Laura Jane Suisted"
"Lucile Saunders McDonald"
"Mohi Turei"
"Mona Innis Tracy"
"Nagasubramanian Chokkanathan"
"Patrick Alexander"
"Phineas Selig"
"Rangi Kuini Wikitoria Topeora"
"Sidney Wilfred Scott"
"Steven Ross Smith"
"Susan Wood"
"Te Peehi Turoa"
"Vitan Mal"
"William Henry John Seffern"
"Yury Krymov"
"(Yury Klymov)"
"Y. S. Beklemishev"
"Abdulla Oripov"
"Abdulla Qahhor"
"Addison Wiggin"
"Adrian Cornelius Langerwerf"
"A. I. Akram"
"Agha Ibrahim Akram"
"آغا ابراہیم اکرم"
"Akhudiat"
"Alan Edward Mulgan"
"Alan Stuart Paterson"
"Albert B. Reagan"
"Alexander Bathgate"
"Alexander Don"
"Alexander McMinn"
"Alexander Skabichevsky"
"Alfred Amory George"
"Alfred Augustus Grace"
"Alfred George Horton"
"Alice Annie Kenny"
"Alice Harriman"
"Alice Harriman-Browne"
"Alice Rollit Coe"
"Alicia LeFanu"
"Alison Edith Hilda Drummond"
"Allan MacKinnon"
"Alojz Ihan"
"Ambika Charan Choudhury"
