"writer"
"Damian Marrett"
"Dan Cragg"
"Dana Stevens"
"Daniel Warner"
"David Armand"
"David Cryer"
"David Donnell"
"David Isaacs"
"David Kopf"
"David Macinnis Gill"
"David McRobbie"
"David Pawson"
"David Winner"
"Deathline (Redline)"
"Denise Deegan"
"Dick de Hoog"
"Donald E. McQuinn"
"Douglas A. Blackmon"
"Drew McWeeny"
"Duiliu Zamfirescu"
"Dušan Jovanović"
"Edward Chitty"
"Edward Ezell"
"Edward McCrorie"
"Edward Owen"
"Einar Olsen"
"Elaine Coffman"
"Barbara Elaine Gunter Coffman"
"Elin Pelin"
"Elizabeth Coatsworth"
"Elizabeth Williams Champney"
"Ellen Frothingham"
"Eric Heath"
"Eric Jolliffe"
"Eric Joliffe"
"Eric Schlosser"
"Erland Kiøsterud"
"Ernest Hill"
"Fariba Vafi"
"Fartein Døvle Jonassen"
"Fazil Iskander"
"Fernanda Eberstadt"
"Frances Browne"
"Frances Fuller Victor"
"Francesco Antonio Santori"
"Francis Beaumont"
"Francis Fuller"
"Franjo Rački"
"Frank Browning"
"Frank Gabrielson"
"Frank McKelvey Bell"
"Fredrika Runeberg"
"Galaktion Tabidze"
"Galaktioni"
"Gamini Haththotuwegama"
"Ganapathi Rao Aigal"
"Manjeshwar Ganapathi Rao Aigal"
"Gareth Russell"
"Gary Blackwood"
"Gaston Baty"
"Gemma O'Connor"
"George Edward Mannering"
"George Payne Rainsford James"
"Georges Neveux"
"Gerald McCarthy"
"Gerard McLarnon"
"Goderdzi Chokheli"
"Godfried Bomans"
"Gracy"
"Guillermo Verdecchia"
"Gustaw Herling-Grudziński"
"Gwynfardd Brycheiniog"
"H. James Burgwyn"
"Halina Poświatowska"
"Halvdan Wexelsen Freihow"
"Hanns Cibulka"
"Harcharan Chawla"
"Haroon Rashid"
"Harry Howard Barton Allan"
"Harry Barker"
"Helena Kadare"
"Henny Koch"
"Henry Parry"
"Herbert Edward Read"
"Herbert Read"
"Hermann Eris Busse"
"Hideo Yokoyama"
"Hiro Arikawa"
"Hugh McIlvanney"
"Hugh McManners"
"Iftikhar Arif"
"Ilya Kormiltsev"
"Ingebrigt Steen Jensen"
"Iolo Goch"
"Iolo Morganwg"
"B. Croitoru"
"Ion Călugăru"
"Ștrul Leiba Croitoru"
"Isaac Daniel Hooson"
"Isabel Colegate"
"Ivan Bratko"
"Jack Cunningham"
"Jack Matthews"
"Jack Matthews (John Harold Matthews)"
"Jack Townley"
"Jacob van Lennep"
"Jacques Sadoul"
"Jacquie D'Alessandro"
"James Cuthbert Hadden"
"James Fenton"
"James T. Schleifer"
"Jan Sardi"
"Janet Biehl"
"Janice Eidus"
"Javier del Granado"
"Francisco Javier del Granado y Granado"
"Bob Rogers"
"Jean Barrett"
"Jean Le Noir"
"Jean Rolin"
"Jeffrey R. Di Leo"
"Jennifer McLagan"
"Jim Hanna"
"Jimmy Breslin"
"Jo Shapcott"
"Joanna Belfrage Picken"
"Joanna Picken"
"Johan Borgen"
"John Edgar Wideman"
"John Edmands"
"John Gascoigne"
"John Geddie"
"John Harwood"
"John Henry Haaren"
"John R. Tunis"
"Joseph Opala"
"Joshua Foer"
"Jostein Nyhamar"
"José Ferrer Canales"
"Dr. José Ferrer Canales"
"José Milla y Vidaurre"
"Joy Coghill"
"Jun Tanaka"
"K. Puttaswamy"
"K Puttaswamy"
"Karen Van der Zee"
"Windela Kilmer"
"Karol Hubert Rostworowski"
"Kartar Singh Duggal"
"Kateb Yacine"
"كاتب ياسين"
"Kathleen Villiers-Tuthill"
"Kenneth Macksey"
"Kenneth Walton"
"Kevin Baker"
"Kevin Canty"
"Kevlin Henney"
"Kim Echlin"
"Knut Hauge"
"Krishan Kumar Sharma ""Rasik"""
"Krishan Kumar Sharma \\\\Rasik\\\\"
"Kumaran Asan"
"N. Kumaran Ashan malayalam"
"Kārlis Skalbe"
"Leanne Frahm"
"Lee Rogers"
"Leonid Corneanu"
"Leonid Cornfeld"
"Lloyd Ultan"
"Louis Booker Wright"
"Louis D. Lighton"
"Ludmilla Assing"
"Lynley Dodd"
"Lynn Veach Sadler"
"Lynne Barasch"
"Mabel Quiller-Couch"
"Maggie Anderson"
"Maggie Mary Gee"
"Maggie Gee"
"Malcolm Knox"
"Manmohan Acharya"
"Manolis Pratikakis"
"Manolis Xexakis"
"Mansour Rahbani"
"Manuel Muñoz"
"Manuel Méndez Ballester"
"Manuel Méndez Ballister"
"Manuel Scorza"
"Maria Dąbrowska"
"Mary Gabriel"
"Mary Jordan"
"Maryana Marrash"
"Max Huwyler"
"Maxwell Geismar"
"Mebane Holoman Burgwyn"
"Merle Shain"
"Mia Sheard"
"Michael Chaplin"
"Michael Coady"
"Michael Crummey"
"Michael D. C. Drout"
"Michael France"
"Michael Greenberg"
"Michael Heatley"
"Michael Hoey"
"Professor Michael Hoey"
"Michael McCullers"
"Michael McGinley"
"Mieczysław B. Biskupski"
"Mike McQuay"
"Mikhail Pavlovich Shishkin"
"Milorad Mitrović"
"Miran Jarc"
"Mirza Alakbar Sabir"
"Alakbar Zeynalabdin oglu Tahirzadeh"
"Moira Walley-Beckett"
"Monaldo Leopardi"
"Moorkoth Kumaran"
"Mukhran Machavariani"
"მუხრან მაჭავარიანი"
"Mukul Kesavan"
"Mícheál Ó Súilleabháin"
"Ndre Mjeda"
"Neil R. McMillen"
"Neylan McBaine"
"Nicholas Stoller"
"Nicolai Mejdell"
"Niels Christian Geelmuyden"
"Ninad Bedekar"
"Ninad Gangadhar Bedekar"
"Nissim Ezekiel"
"Norman Hapgood"
"Olaus Murie"
"Olaus J. Murie"
"Olav Brunvand"
"Ondřej Sekora"
"Orna Ní Choileáin"
"Oscar Harger"
"Otto Mainzer"
"Ovadia Hedaya"
"Owen Johnson"
"P. Bhaskaran"
"Pankaj Kalita"
"Pat Bridson"
"Patrick O'Flaherty"
"Paul Colin"
"Paul Connolly"
"Paul Fussell"
"Paul Gangelin"
"Paul Petit"
"Paul Ranson"
"Pavao Pavličić"
"Pavel Tsvetkov"
"Per Brunvand"
"Perumbadavam Sreedharan"
"Peter Bander van Duren"
"Peter Gilliver"
"Peter York"
"Peter van der Linden"
"Phil Farrand"
"Philip Barry"
"Philip Blommaert"
"Philip Heselton"
"Phyllis Hartnoll"
"Phyllis McGinley"
"Pierre Martinet"
"Pinchas Sadeh"
"Polykarp Leyser II"
"Polykarp Leyser III"
"Polykarp Leyser IV"
"Prit Buttar"
"Pyotr Pavlenko"
"Qabil Ajmeri"
"Rajashree"
"Raymond Hitchcock"
"Rebecca Johnson"
"Regie Cabico"
"Remco Campert"
"Richard Abel"
"Richard Cocks"
"Richard Epp"
"Richard Reeves"
"Richard Sylbert"
"Riemke Ensing"
"Robert Bernard Martin"
"Robert Gilmour"
"Roderick Townley"
"Roi Ottley"
"Romulus Bărbulescu"
"Ron Larson"
"Ronald Hayman"
"Ronald McCuaig"
"thumb|Studio portrait of Ronald McCuaig in 1949"
"Ronald McKie"
"Ross McLean"
"John Ross McLean"
"Roy McKie"
"Rubén Darío"
"Ruchoma Shain"
"Rudaki"
"Samuel Crowther"
"Samuel Okoye"
"Sarah Sheard"
"Sarah Winman"
"Sarat Chandra Chattopadhyay"
"Sarat Chandra Pandit"
"Seán Burke"
"Seán Jennett"
"Sherwin Bitsui"
"Shiv Kumar Batalvi"
"Shiv Kumar Batalvui"
"Shivmangal Singh Suman"
"Shmuel Ben-Artzi"
"Simen Skjønsberg"
"Sir George Barrow, 2nd Baronet"
"Souad Mekhennet"
"Srutimala Duara"
"Stephen Thrower"
"Stig Claesson"
"Stig Larsson"
"Stratis Paschalis"
"Suman Pokhrel"
"Suraj Narredu"
"Susan Zuccotti"
"Suzanne Collins"
"Sybille Bedford"
"Sybille Pearson"
"Tamaz Chiladze"
"თამაზ ჭილაძე"
"Thomas Barnardiston"
"Thomas Baskerville"
"Thomas Beach"
"Thomas Day"
"Thomas Gifford"
"Thomas McGuane"
"Thorbjørn Egner"
"Titsian Tabidze"
"Titsiani"
"Tom Hanlin"
"Tom Lovatt-Williams"
"Tom McHale"
"Tore Renberg"
"Toshiyuki Horie"
"Trevor Baxendale"
"Vasant Sarwate"
"Veena Talwar Oldenburg"
"Venugopal Sorab"
"Victor Séjour"
"Vincent Starrett"
"Vivian Smith"
"Viña Delmar"
"Walter Armstrong"
"Wayne Andrews"
"William Dudgeon"
"William Gace"
"William Goodell"
"William Marchant"
"William of Exeter"
"Zabel Yesayan"
"Զապէլ Եսայեան"
"Zafar Qabil Ajmeri"
"Zander Sherman"
"Zaza Burchuladze"
"Zerna Sharp"
"Zoran Hočevar"
"Đào Duy Từ"
"Dao Duy Tu"
"İbrahim Şinasi"
"Rina Brundu"
"A. L. Kennedy"
"Alfred Austin"
"Auguste-Jean-Marie Vermorel"
"Ayerdhal"
"Bernard Saisset"
"Chalmers Johnson"
"Christopher Okigbo"
"Chris Okigbo"
"Cyprian Norwid"
"Dan Abnett"
"Dan Neil"
"Danièle Chatelain"
"Emma Bull"
"Eve Kosofsky Sedgwick"
"Felix Salten"
"Flavia Bujor"
"Franz Grillparzer"
"François le Métel de Boisrobert"
"George Mikes"
"Gustav zu Putlitz"
"Hitomi Kanehara"
"Iain Moncreiffe"
"Rupert Iain Kay Moncreiffe of that Ilk"
"J.-H. Rosny jeune"
"Jean Galbert de Campistron"
"Jean Richepin"
"Jeremy Lloyd"
"Kelley Aitken"
"Larry Kramer"
"Louis Black"
"Machi Tawara"
"Magnus Mills"
"Malcolm Cowley"
"Maurice G. Dantec"
"Maurice Georges Dantec"
"Mike Wallace"
"Musa Cälil"
"Musa Çəlil"
"Mussa Jalil"
"Муса Җәлил"
"موسا ﺟﮫليل"
"Nguyễn Du"
"Nguyen Du"
"Pauline Johnson"
"Pierre Bordage"
"Richard Bulliet"
"Richard W. Bulliet"
"Sara Coleridge"
"Simon Dach"
"Simon Vestdijk"
"Thomas Ligotti"
"Tibor Sekelj"
"Tudor Arghezi"
"Walter R. Brooks"
"Wendy Cope"
"Wendy Cope,OBE"
"William Whitehead"
"Edouard Rod"
"Amr Sobhy"
"عمرو صبحي"
"Charles Braibant"
"Pierre Jean Launay"
"Abi Morgan"
"Ahmet Ümit"
"Aya Saad Eldeen"
"Ayşe Kulin"
"Camille Laurens"
"Chantal Thomas"
"Stephen McFeely"
"Christopher Markus"
"Claire Etcherelli"
"Claude Faraggi"
"Dominique Bona"
"François Sonkin"
"Ghassan Ibrahim"
"غسان إبراهيم"
"Ibrahim Hamidi"
"ابراهيم حميدي"
"Jean-Louis Fournier"
"Jean-Paul Dubois"
"Jean de La Varende"
"Jeanne Galzy"
"Kira Salak"
"Layla Balabakki"
"Luis Rosales"
"Michel Dard"
"Mohammed Hasan Alwan"
"Mohsin Zaidi"
"(محسن  زیدی)"
"Mukaghali Makatayev"
"Myriam Harry"
"Out El Kouloub"
"Out el-Kouloub"
"Patrick Deville"
"Patrick Lapeyre"
"Philippe Doumenc"
"René-Jean Clot"
"René Belletto"
"Saiza Nabarawi"
"Samiha Ayverdi"
"Srđan Srdić"
"Susan Abulhawa"
"Éric Fottorino"
"Ignas Staškevičius"
"Abdillahi Suldaan Mohammed Timacade"
"Abdillahi Suldaan Mohammed 'Timacade'"
"عبد الله سلطان محمد"
"Adam Langer"
"Alex Finlayson"
"Ana Tena"
"Ana Tena Puy"
"Andrea U'Ren"
"Asa Aarons"
"Cathal O'Byrne"
"Catherine Jinks"
"Cathi Bond"
"Charles Bucke"
"Dan Moldea"
"Dan E. Moldea"
"Daniel Scott Tysdal"
"Glen Neath"
"Godfrey Lias"
"Henry Clay Lewis"
"Henry Shukman"
"Ian Middleton"
"James Ledbetter"
"James Vanderbilt"
"Jamie Thomson"
"John Daly-Peoples"
"Kerry Greenwood"
"Larry Sloman"
"Linda Gillard"
"Mary Winifred Bushakra"
"Max Blagg"
"Narendra Luther"
"Natasha Larry"
"Nicholas Rankin"
"Paul Fredericq"
"Perry Lentz"
"Porochista Khakpour"
"Radha Krishna Choudhary"
"Robert T. Oliver"
"Stanwood Cobb"
"Stephanie Grace Whitson"
"Suzanne Weyn"
"Tom Drury"
"A. P. Younger"
"A.P. Younger"
"Agnes Sligh Turnbull"
"Alan MacDonald"
"Alexander Posey"
"Allison Hedge Coke"
"Allison Adelle Hedge Coke"
"Andrew Schneider"
"Andy Stanton"
"Ann Hodgman"
"Anne Hooper"
"Annie Finch"
"Austin Tappan Wright"
"Babette Brown"
"Basil Dickey"
"Bernard Farrell"
"Bill Craig"
"Blasius D'Souza"
"Blasius M. D'Souza"
"Bob Mersereau"
"Brendan I. Koerner"
"Brendan Ian Koerner"
"Bruce Kiskaddon"
"Bruce M. Bailey"
"Bruce Zimmerman"
"Cameron Litvack"
"Charles Ritcheson"
"Sīthalai Sāttanār"
"Christianne Meneses Jacobs"
"Christopher Derrick"
"Christopher J. Waild"
"Christopher Trent"
"Claire Keegan"
"Cristián Huneeus"
"Dahvi Waller"
"Damian McDonald"
"David Alderton"
"David Hyerle"
"David Oshinsky"
"Davida Wills Hurwin"
"Derek Rutherford"
"Donald Corley"
"Dorothy Whipple"
"Dumitru Țepeneag"
"Eduard Bornhöhe"
"Ed Gorman"
"Edward Gorman"
"Edward Storey"
"Elizabeth Engstrom"
"Ellie Herman"
"Emer Martin"
"Ephraim of Bonn"
"Ernest Pagano"
"Etienne Leroux"
"Eugene Schuyler"
"Forceythe Willson"
"Byron Forceythe Willson"
"Forrest Halsey"
"Francišak Bahuševič"
"Frank Asch"
"Frank E. Woods"
"Frank Tuohy"
"Freddy Fjellheim"
"Frederic M. Wheelock"
"Frederick E. Smith"
"Frederick Ryan"
"G. R. Indugopan"
"Gale Wilhelm"
"Geary Gravel"
"George C. Hull"
"George Marion Jr."
"George Marion, Jr."
"Giacomo Debenedetti"
"Glecia Bear"
"Grace Andreacchi"
"Graham Bendel"
"Gregory Burke"
"Grover Jones"
"Gunnar Larsen"
"Hal Yates"
"Harvey Gates"
"Henry N. Beard"
"Herbert L. Osgood"
"Herbert Levi Osgood"
"Hiro Sachiya"
"Howard Adams"
"Hubert Skidmore"
"Hugh the Chanter"
"Héctor Abad Faciolince"
"Ian Wedde"
"Ingrid Jonach"
"Inkulab"
"Makkal Pavalar Inkulab"
"மக்கள் பாவலர் இன்குலாப்"
"Ira Ishida"
"Ismayil Shykhly"
"Ivor Wynne Jones"
"Jack Belden"
"Jack Henley"
"Jason Nahrung"
"Jean-Baptiste Estoup"
"Jean Van Leeuwen"
"Jeff Baron"
"Jefferson Moffitt"
"Jenna Bans"
"Jennifer Grotz"
"Jennifer K Dick"
"Jerry Bridges"
"Joan Druett"
"John D. Sheridan"
"John Davies Knatchbull Lloyd"
"John William Fyfe"
"Jorge Arroyo"
"Joseph Burgess"
"Joseph F. Poland"
"José Rosas Moreno"
"Joy Lusco"
"Julio Valle Castillo"
"János Pilinszky"
"Pilinszky János"
"Jūgatsu Toi"
"K. Saraswathi Amma"
"Karl R. Coolidge"
"Kate Atkinson Boehme"
"Kate Welsh"
"Kazimierz Zalewski"
"Kemble Scott"
"Kim Bridgford"
"Kim Hoon"
"Lawrence H. Levy"
"Lawrence Konner"
"Lawrence Schimel"
"Lisa Grunwald"
"Louis Jenkins"
"Lydia Woodward"
"Lynn Erickson"
"Molly Swanton & Carla Peltonen"
"M. K. Sanu"
"M.K. Sanu"
"M. Shayne Bell"
"Madeline Porter and Shannon Harper"
"Madhukar Vasudev Dhond"
"Malcolm Stuart Boylan"
"Marco Pennette"
"Mari Jungstedt"
"Maria Louise Pool"
"Marian Kamil Dziewanowski"
"Marie Rodell"
"Mark Rosenthal"
"Mark Saxton"
"Martha Frick Symington Sanger"
"Mary Jane Holmes"
"Matthew B. Brown"
"Maura Penders"
"Max Apple"
"Meredith Webber"
"Mic Looby"
"Michael Stanislawski"
"Namdeo Dhasal"
"Namdeo Laxman Dhasal"
"Nancy Thomson de Grummond"
"Nick Moorcroft"
"Nila northSun"
"nila northSun"
"Norman L. Richardson"
"Norman Lee Richardson"
"O. E. Middleton"
"Ottakoothar"
"Pamela Allen"
"Patrick Minges"
"Patrick West"
"Patty Lin"
"Peter Brash"
"Peter Plantec"
"Pier Vittorio Tondelli"
"Robbie Branscum"
"Robert Owenson"
"Roger Lonsdale"
"Ron Pernick"
"Ruth Heller"
"Sanora Babb"
"Selim Al Deen"
"Sergey Zalygin"
"Shane Jiraiya Cummings"
"Shannon Harper"
"Shawn Ginwright"
"Siân Rees"
"Stanley Manly"
"Stanner E.V. Taylor"
"Steve J. Spears"
"Tee Morris"
"Thomas Earl ""Tee"" Morris"
"Teresa Torańska"
"Thomas Meech"
"Tilok Chand Mehroom"
"Tilok Chand Mehroom تِلوک چند محرُوم"
"Tom Reynolds"
"Tracey Thomson"
"Tran Bich San"
"Trần Bích San"
"Tudor Jenks"
"Valerie Ahern"
"Vera Williams"
"Victor d'Hupay"
"Volodymyr Hnatiuk"
"Walter DeLeon"
"William Cowper Prime"
"William E. Wing"
"William Edward Harney"
"William L. Manly"
"William Patrick Ryan"
"William R. Bradshaw"
"Winter Miller"
"Witold Zalewski"
"Zack Estrin"
"Bill Branon"
"Pierre-Olivier Lapie"
"Sumner Chilton Powell"
"Dennis Hopeless"
"Henry Allen Bullock"
"Clennell Wickham"
"Clennell Wilsden Wickham"
"Eli Waldron"
"Eve Blantyre Simpson"
"Narinder Singh Kapoor"
"ਨਰਿੰਦਰ ਸਿੰਘ ਕਪੂਰ"
"Vidadi Babanli"
"William Addy"
"Steven Downes"
"Adam Rittenberg"
"Adrian Spies"
"Akbar Muhammad"
"Alexander Taylor Innes"
"Alexis Nour"
"Alexis (Alexei Vasile) Nour"
"Alonzo Delano"
"Alphie McCourt"
"Andy McSmith"
"Anna Maria Villani Scicolone"
"António Cordeiro"
"Anya Reiss"
"Auguste Edgard Dietrich"
"Barry S. Strauss"
"Belén Esteban"
"Belén Esteban Meninge"
"Benjamin J. Kaplan"
"Bernadette Hall"
"Bertha Frederich"
"Bob Leach"
"Robert Warnes Leach"
"Brenda Cooper"
"Bruce Arnold"
"Carmen Marai"
"Cash Markman"
"Celia Dale"
"Chad Henry"
"Charlotte Gordon"
"Christopher Nicole"
"Christopher Robin Nicole"
"Clemente Bondi"
"Clemente Luigi Donnino Bondi"
"Cooper Edens"
"Danarto"
"Daniel Pinkston"
"Daniele Del Giudice"
"Deng Guangming"
"Dèng Guăngmíng (邓广铭/鄧廣銘)"
"Diana Bachmann"
"Diana Mary Bachmann Nicole"
"Domenico Caruso"
"Don Brown"
"Donald Morrill"
"Douglas B. Rasmussen"
"Douglas Blackburn"
"Edmund Burt"
"Edmund Hodgson Smart"
"Edward Cornell"
"Edward Heron-Allen"
"Eliezer Steinman"
"אליעזר שטיינמן"
"Elizabeth Bachinsky"
"Emilie Demant Hatt"
"Eoghan Casey"
"Eric J. Miller"
"Eric John Miller"
"Eric McCormack"
"Erica Basnicki"
"Fran Molloy"
"Francisco de Paula Ney"
"Fred Bachrach"
"Frederick L. Schuman"
"Frits Hansen"
"G. B. Singh"
"Colonel G. B. Singh"
"Garry Charles"
"Garth Von Buchholz"
"Garth von Buchholz"
"Gary Miranda"
"George Joseph Gustave Masson"
"George William Thomson Omond"
"Gonks Go Beat"
"Gu Xingqing"
"Shi Zhi"
"Guo Lusheng"
"Haagen Ringnes"
"Han Su-san"
"Han Soosan"
"Hans Braarvig"
"Hans Jørgen Hurum"
"Hans Petter Sjøli"
"Harold Briercliffe"
"Hugues Rebell"
"Hyun Jin-geon"
"István Péter Németh"
"Ivor Martinić"
"James Laine"
"Jamilah Kolocotronis"
"Jatasimhanandi"
"Jean Arthur Jones"
"Jens Galaaen"
"Jeremy Sheldon"
"Jethro Compton"
"Jo Whittemore"
"Joanna Roos"
"Joe Tarnowski"
"Johannes Belsheim"
"John Anstey"
"John Herkless"
"Sir John Herkless"
"John Wellwood"
"Josefina Niggli"
"Josefina Maria Niggli"
"Julia Childs"
"Kamalakara Kameswara Rao"
"Kamalakara Kameshwara Rao"
"Kaoru Kitamura"
"Karnail Singh Somal"
"Dr. Karnail Singh Somal"
"Kathleen Stewart"
"Keli Carender"
"Ken Shakin"
"Kristina Olsson"
"Lars Pearson"
"Lauchlan Watt"
"Lewis Pulsipher"
"Lucas Cleeve"
"Lynn H. Nicholas"
"Magdalen Goffin"
"Margaret Moyes Black"
"Maria Parloa"
"Marilyn Duckworth"
"Mark Weston"
"Max Marlow"
"Christopher Nicole&Diana Bachmann"
"Mena Calthorpe"
"Mette Karlsvik"
"Michael Berz"
"Michael Tortorich"
"Mons Klingenberg Gjerløw"
"Muriel Wace"
"Mykola Kanevets"
"Микола Канівець"
"Nabarun Bhattacharya"
"Nan Nyunt Swe"
"Narayan Pandit"
"Nathan Rotenstreich"
"נתן רוטנשטרייך"
"Nick Payne"
"Noshi Gilani"
"Noémi-Noire Oursel"
"Pakhal Tirumal Reddy"
"P T Reddy"
"Patrick Beesly"
"Claude Klotz"
"Peter Slotsvik"
"Phillip Hoose"
"Pierre Quillard"
"Project Itoh"
"R. D. Reynolds"
"Randy Baer"
"Ragnvald Gjerløw"
"Raphaël Millet"
"Robert H. Briggs"
"Ron Wynn"
"Rosaline Masson"
"Rudy Behlmer"
"Russell DeGrazier"
"Salom Rizk"
"Salom Risk"
"Sarkis Diranian"
"Սարգիս Տիրանեան"
"Shapi Kaziev"
"Shapi Kaziyev"
"Shoney Lamar"
"Sigmund Moren"
"Stephen Barber"
"Steve Kistulentz"
"Steven Hill"
"Stuart MacGregor"
"Terence Hawkins"
"Thomas Banks Maclachlan"
"Thomas Master"
"Tiziano Scarpa"
"Trudy Larkin Förster"
"Uzma Aslam Khan"
"V. Anamika"
"V.Anamika"
"Valerie Martínez"
"Victoria Forester"
"Wen Shaoxian"
"William Bartholomew"
"William C. Hammond"
"Yi Kwang-su"
"Amy S. Foster"
"Milton Krims"
"Scott Nimerfro"
"James Cambias"
"Alafair Burke"
"Alma Alexander"
"Alma A. Hromic"
"Ankit Fadia"
"Antonella Gambotto-Burke"
"Augustus Young"
"Bill DeSmedt"
"Brian Floca"
"Brian d'Arcy James"
"Charles Montgomery"
"Cheri Register"
"Chuck Pfarrer"
"Dan Greenburg"
"Darin Strauss"
"Extinctioners"
"Franz Hohler"
"Fred Anderson"
"J. R. Clifford"
"John Robert Clifford"
"J. Steven York"
"Jason Starr"
"Jessica Bird"
"Jessica Rowley Pell Bird Blakemore"
"Jim Butcher"
"Jim Mullaney"
"John C. Maxwell"
"John R. Little"
"Kenan Malik"
"Kim Wozencraft"
"Laura Wilson"
"Laurel Snyder"
"Leila Aboulela"
"Maggie Furey"
"Mai Yamani"
"Manuel de Araújo Porto-Alegre"
"Michael Totten"
"Michael J. Totten"
"Narendra Kohli"
"Paul Rudnick"
"Percival Everett"
"R. J. Ellory"
"Roger Jon Ellory"
"Rachel Simmons"
"Robert J. Groden"
"Robert Weinberg"
"Rodney Dale"
"Rodney A.M. Dale"
"Thomas Bass"
"Victor Villaseñor"
"William Poundstone"
"Yasmina Khadra"
"Abha Dawesar"
"Al Sarrantonio"
"Alison Croggon"
"Alison Goodman"
"Alissa York"
"Allan Weisbecker"
"Amanda Filipacchi"
"Andy Duncan"
"Andy Nicholls"
"Ann Bannon"
"Ann Ireland"
"Ann Maxwell"
"Ann Charters Maxwell"
"Ann Scott"
"Appadurai Muttulingam"
"A.Muttulingam"
"Armin Wiebe"
"Arthur Frommer"
"Ashfaq Hussain"
"Ashfaq Hussain ()"
"Ashlee Vance"
"Bakhtiyar Vahabzadeh"
"Bashir Badr"
"Becky Garrison"
"Ben Forta"
"Bennett Madison"
"Benny Nemerofsky Ramsay"
"Betsy Byars"
"Blair Mastbaum"
"Bodie and Brock Thoene"
"Brad Steiger"
"Brian Gage"
"Caiseal Mór"
"Candace Savage"
"Carmen Posadas"
"Carmen de Posadas Mañé"
"Caroline Overington"
"Carter Revard"
"Catherine Webb"
"Catherynne M. Valente"
"Catheynne M. Valente"
"Cecilia Dart-Thornton"
"Charlaine Harris"
"Charlaine Harris Schulz"
"Charles Reis Felix"
"Charlie LeDuff"
"Charlotte Gordon Cumming"
"Charlotte Vale Allen"
"Charlotte Vale-Allen"
"Charlotte Zolotow"
"Chris Gerolmo"
"Chris d'Lacey"
"Christine Feehan"
"Christine King Feehan"
"Christopher Dickey"
"Christopher McKitterick"
"Christopher Paul Curtis"
"Christopher Vogler"
"Clifton Taulbert"
"Craig Hatkoff"
"Cynthia Leitich Smith"
"D. M. Cornish"
"D.M. Cornish"
"Damon DiMarco"
"Daniel Abraham"
"Daniel H. Wilson"
"Daniel Heath Justice"
"Daniel Kamau"
"Dan Kamau"
"Daniel Mendelsohn"
"Dave Kehr"
"David Alan Mack"
"David Ebershoff"
"David Gibbins"
"David Greenberger"
"David Petersen"
"David E. Petersen"
"David Small"
"David Wiesner"
"David Wood"
"Dawn Eden Goldstein"
"Dawn Eden"
"Daína Chaviano"
"Deb Caletti"
"Debi Gliori"
"Deborah Hopkinson"
"Deric Longden"
"Diana Hart"
"Diane Fanning"
"Doina Ruști"
"Doina Ruşti"
"Don Conroy"
"Don Maitz"
"Douglas Schwartz"
"Drew Karpyshyn"
"Ed Waugh and Trevor Wood"
"Edward Bloor"
"Edward Docx"
"Edward Lee"
"Eileen Naseby"
"Elizabeth Gilbert"
"Elizabeth Levy"
"Emily Giffin"
"Enver Čolaković"
"Erica James"
"Evan Thomas"
"Felice Picano"
"FenCon"
"Ferenc Máté"
"Ferhan Şensoy"
"Fern Michaels"
"Mary Ruth Kuczkir"
"Frank Schätzing"
"Gabriel Fielding"
"Gabriella Sica"
"Gajanan Digambar Madgulkar"
"G. D. Mādgulkar"
"Garth Stein"
"Gennifer Choldenko"
"Geoffrey Archer"
"Gerald Wingrove"
"Gerald A. Wingrove"
"Gerard Beirne"
"Gideon Defoe"
"Giles Andreae"
"Giles Milton"
"Glenda Goertzen"
"Glenn Greenwald"
"Greg F. Gifune"
"Greg Mitchell"
"Greg van Eekhout"
"Gu Cheng"
"Guy N. Smith"
"Guy Newman Smith"
"Hameed Chennamangaloor"
"Abdul Hameed Areepattamannil"
"Helen Andelin"
"Helen Walsh"
"Henry Wiencek"
"Hilary Mantel"
"Hugh Aynesworth"
"Ilya Kaminsky"
"Immaculée Ilibagiza"
"Irwin Barker"
"J. S. Lewis"
"J. Timothy Hunt"
"James Timothy Hunt"
"Jack Ketchum"
"Jack Nisbet"
"Jackie French"
"James Lovegrove"
"Jane Juska"
"Janet Hetherington"
"Janet Kagan"
"Janette Oke"
"Janrae Frank"
"Jason Webster"
"Jay Allison"
"Jay Lake"
"Jean-Christophe Grangé"
"Jeannie Baker"
"Jeanpaul Ferro"
"Jéanpaul Ferro"
"Jeffrey E. Barlough"
"Jeffrey E. (Ernest) Barlough"
"Jennie Fields"
"Jenny Colgan"
"Jenny T. Colgan"
"Jerome Charyn"
"Joanna Chmielewska"
"John A. Williams"
"John Flanagan"
"John Moriarty"
"John Straley"
"Jon Meacham"
"Jonathan Cainer"
"Jonathan Maberry"
"Jonathan Trigell"
"Joy Jones"
"Julia Pomeroy"
"Júlio Ribeiro"
"Kai Bird"
"Kate Constable"
"Katharine Holabird"
"Kaz Cooke"
"Kerry Shook"
"Kevin Crossley-Holland"
"Kim Harrison"
"Dawn Cook"
"Kim McLarin"
"Kim Wilkins"
"Kirby Larson"
"Kyoko Mizuki"
"L. Timmel Duchamp"
"Lance Olsen"
"Laura Anne Gilman"
"Laura Numeroff"
"Laurence Marks"
"Laurie Keller"
"Lawrence J. Quirk"
"Lee Yeongdo"
"Lee, Yeongdo"
"Leslie Esdaile Banks"
"Leslie Ann Peterson Esdaile Banks"
"Leslie Patricelli"
"Liesel Litzenburger"
"Lily Brett"
